expression,full_form,shorthand,kboth,kneither,contrast,stative,negated_p,Kp,question,fc,can_express,evidence,negation,comments,source_file,ref,words,glosses,translation,comment,questionnaire
na,MOD + na,disj-nspk-sta-exc,0,0,0,1,0,0,0,0,1,kii_ev_25,neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
na,gati ka … na …,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,kii_ev_42,neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
na,gati ka … na …,conj-contrast-sta,1,0,1,1,0,1,0,0,0,kii_ev_44,neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
na,gati ka … na …,disj-nspk-sta-exc,0,0,0,1,0,0,0,0,1,"kii_ev_46,kii_ev_60",neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
na,gati ka … na …,disj-nspk-sta-inc,?,0,0,1,0,0,0,0,0,kii_ev_49,neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
na,gati ka … na …,disj-q-epi,0,0,1,0,0,0,1,0,1,"kii_ev_62,kii_ev_63",neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
na,gati ka … na …,disj-spk-sta,0,0,0,1,0,1,0,0,1,kii_ev_12,neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
na,gati ka … na …,fc,0,0,0,0,0,0,0,1,1,kii_ev_72,neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
na,gati ka … na …,neither-sta,0,1,0,1,0,0,0,0,0,kii_ev_54,neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
na,na,conj-nocontrast-epi,1,0,0,0,0,1,0,0,1,kii_ev_2,neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
na,na,conj-nocontrast-sta,1,0,0,1,0,1,0,0,1,kii_ev_1,neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
na,na,disj-nspk-sta-exc,0,0,0,1,0,0,0,0,0,kii_ev_24,neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
na,na,disj-nspk-sta-inc,?,0,0,1,0,0,0,0,0,kii_ev_26,neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
na,na,disj-spk-sta,0,0,0,1,0,1,0,0,0,kii_ev_23,neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
na,na,neither-sta,0,1,0,1,0,0,0,0,0,kii_ev_28,neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
na,ti … na ti,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,kii_ev_65,below,,Kiitharaka,NA,NA,NA,NA,NA,NA
na,ti … na ti,conj-contrast-sta,1,0,1,1,0,1,0,0,0,kii_ev_66,below,,Kiitharaka,NA,NA,NA,NA,NA,NA
na,ti … na ti,disj-nspk-sta-exc,0,0,0,1,0,0,0,0,0,kii_ev_68,below,,Kiitharaka,NA,NA,NA,NA,NA,NA
na,ti … na ti,disj-nspk-sta-inc,?,0,0,1,0,0,0,0,0,kii_ev_69,below,,Kiitharaka,NA,NA,NA,NA,NA,NA
na,ti … na ti,disj-spk-sta,0,0,0,1,0,1,0,0,0,kii_ev_67,below,,Kiitharaka,NA,NA,NA,NA,NA,NA
na,ti … na ti,negative,0,1,0,1,0,0,0,0,1,kii_ev_21,below,,Kiitharaka,NA,NA,NA,NA,NA,NA
na,ti … na ti,neither-epi,0,1,0,0,1,0,0,0,1,kii_ev_19,below,,Kiitharaka,NA,NA,NA,NA,NA,NA
na,ti … na ti,neither-sta,0,1,0,1,0,0,0,0,1,"kii_ev_18,kii_ev_29",below,,Kiitharaka,NA,NA,NA,NA,NA,NA
îndî,îndî,conj-contrast-epi,1,0,1,0,0,1,0,0,1,kii_ev_5,neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
îndî,îndî,conj-contrast-negp-epi,1,0,1,0,1,1,0,0,1,kii_ev_9,neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
îndî,îndî,conj-contrast-negp-sta,1,0,1,1,1,1,0,0,1,kii_ev_7,neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
îndî,îndî,conj-contrast-sta,1,0,1,1,0,1,0,0,1,kii_ev_4,neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
îndî,îndî,disj-nspk-sta-exc,0,0,0,1,0,0,0,0,0,kii_ev_33,neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
îndî,îndî,disj-nspk-sta-inc,?,0,0,1,0,0,0,0,0,kii_ev_34,neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
îndî,îndî,disj-spk-sta,0,0,0,1,0,1,0,0,0,kii_ev_32,neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
îndî,îndî,neither-sta,0,1,0,1,0,0,0,0,0,kii_ev_35,neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
-ko,-ko,conj-nocontrast-sta,1,0,0,1,0,1,0,0,1,"kor_evidence_1,kor_evidence_47",neither,,Korean,NA,NA,NA,NA,NA,NA
kuliko,kuliko,conj-nocontrast-sta,1,0,0,1,0,1,0,0,1,"kor_evidence_2,kor_evidence_3,kor_evidence_48,kor_evidence_49",neither,,Korean,NA,NA,NA,NA,NA,NA
-ko,-ko,conj-nocontrast-epi,1,0,0,0,0,1,0,0,1,"kor_evidence_4,kor_evidence_5,kor_evidence_62,kor_evidence_63",neither,,Korean,NA,NA,NA,NA,NA,NA
kuliko,kuliko,conj-nocontrast-epi,1,0,0,0,0,1,0,0,1,"kor_evidence_6,kor_evidence_7,kor_evidence_64,kor_evidence_65",neither,,Korean,NA,NA,NA,NA,NA,NA
-ciman,-ciman,conj-contrast-sta,1,0,1,1,0,1,0,0,1,"kor_evidence_8,kor_evidence_9",neither,,Korean,NA,NA,NA,NA,NA,NA
haciman,haciman,conj-contrast-sta,1,0,1,1,0,1,0,0,1,kor_evidence_10,neither,,Korean,NA,NA,NA,NA,NA,NA
∅,∅,conj-contrast-sta,1,0,1,1,0,1,0,0,1,kor_evidence_82,neither,,Korean,NA,NA,NA,NA,NA,NA
-ciman,-ciman,conj-contrast-epi,1,0,1,0,0,1,0,0,1,kor_evidence_11,neither,,Korean,NA,NA,NA,NA,NA,NA
la,(ani-) la,conj-contrast-negp-sta,1,0,1,1,1,1,0,0,1,"kor_evidence_12,kor_evidence_13,kor_evidence_98",neither,,Korean,NA,NA,NA,NA,NA,NA
-ciman,-ciman,conj-contrast-negp-epi,1,0,1,0,1,1,0,0,1,"kor_evidence_14,kor_evidence_15",neither,,Korean,NA,NA,NA,NA,NA,NA
-kena,-kena,disj-spk,0,0,,1,0,1,0,0,1,"kor_evidence_16,kor_evidence_19,kor_evidence_99",neither,,Korean,NA,NA,NA,NA,NA,NA
ttonun,-kena ttonun,disj-spk,0,0,,1,0,1,0,0,1,"kor_evidence_17,kor_evidence_20,kor_evidence_100",neither,,Korean,NA,NA,NA,NA,NA,NA
animyen,-kena animyen,disj-spk,0,0,,1,0,1,0,0,1,"kor_evidence_18,kor_evidence_21,kor_evidence_101",neither,,Korean,NA,NA,NA,NA,NA,NA
-kena,-kena,disj-nspk-epi,0,0,1,0,0,0,0,0,1,"kor_evidence_22,kor_evidence_23",neither,,Korean,NA,NA,NA,NA,NA,NA
ttonun,-kena ttonun,disj-nspk-epi,0,0,1,0,0,0,0,0,1,"kor_evidence_24,kor_evidence_25",neither,,Korean,NA,NA,NA,NA,NA,NA
animyen,-kena animyen,disj-nspk-epi,0,0,1,0,0,0,0,0,1,"kor_evidence_26,kor_evidence_27",neither,,Korean,NA,NA,NA,NA,NA,NA
-kena,-kena,disj-nspk-sta-exc,0,0,,1,0,0,0,0,1,"kor_evidence_28,kor_evidence_108",neither,,Korean,NA,NA,NA,NA,NA,NA
ttonun,-kena ttonun,disj-nspk-sta-exc,0,0,,1,0,0,0,0,1,"kor_evidence_29,kor_evidence_109",neither,,Korean,NA,NA,NA,NA,NA,NA
animyen,-kena animyen,disj-nspk-sta-exc,0,0,,1,0,0,0,0,1,"kor_evidence_30,kor_evidence_110",neither,,Korean,NA,NA,NA,NA,NA,NA
-kena,-kena,disj-nspk-sta-inc,?,0,,1,0,0,0,0,1,"kor_evidence_31,kor_evidence_111",neither,,Korean,NA,NA,NA,NA,NA,NA
ttonun,-kena ttonun,disj-nspk-sta-inc,?,0,,1,0,0,0,0,1,kor_evidence_112,neither,,Korean,NA,NA,NA,NA,NA,NA
animyen,-kena animyen,disj-nspk-sta-inc,?,0,,1,0,0,0,0,1,kor_evidence_113,neither,,Korean,NA,NA,NA,NA,NA,NA
animyen,animyen,disj-nspk-q,0,0,1,0,0,0,1,0,1,"kor_evidence_32,kor_evidence_34,kor_evidence_36,kor_evidence_117",neither,,Korean,NA,NA,NA,NA,NA,NA
ttonun,ttonun,disj-nspk-q,0,0,1,0,0,0,1,0,1,"kor_evidence_33,kor_evidence_35,kor_evidence_37,kor_evidence_118",neither,,Korean,NA,NA,NA,NA,NA,NA
-kena,-kena,disj-nspk-q,0,0,1,0,0,0,1,0,1,kor_evidence_119,neither,,Korean,NA,NA,NA,NA,NA,NA
...ko...,-to … ani/anh- … -ko … -to ani/anh- …,neither-sta,0,1,,1,0,0,0,0,1,kor_evidence_38,below,,Korean,NA,NA,NA,NA,NA,NA
...ko...,-to … ani/anh- … -ko … -to ani/anh- …,neither-epi,0,1,,0,1,0,0,0,1,"kor_evidence_39,kor_evidence_40",below,,Korean,NA,NA,NA,NA,NA,NA
-kena,-kena,fc,0,0,,0,0,0,0,1,1,kor_evidence_41,neither,,Korean,NA,NA,NA,NA,NA,NA
ttonun,-kena ttonun,fc,0,0,,0,0,0,0,1,1,kor_evidence_42,neither,,Korean,NA,NA,NA,NA,NA,NA
animyen,-kena animyen,fc,0,0,,0,0,0,0,1,1,kor_evidence_43,neither,,Korean,NA,NA,NA,NA,NA,NA
-ina,-ina,fc,0,0,,0,0,0,0,1,1,kor_evidence_44,neither,,Korean,NA,NA,NA,NA,NA,NA
ttonun,-ina ttonun,fc,0,0,,0,0,0,0,1,1,kor_evidence_45,neither,,Korean,NA,NA,NA,NA,NA,NA
animyen,-ina animyen,fc,0,0,,0,0,0,0,1,1,kor_evidence_46,neither,,Korean,NA,NA,NA,NA,NA,NA
-ko,-ko,disj-spk,0,0,,1,0,1,0,0,0,"kor_evidence_50,kor_evidence_66,kor_evidence_67",neither,,Korean,NA,NA,NA,NA,NA,NA
kuliko,kuliko,disj-spk,0,0,,1,0,1,0,0,0,"kor_evidence_51,kor_evidence_52,kor_evidence_68,kor_evidence_69",neither,,Korean,NA,NA,NA,NA,NA,NA
-ko,-ko,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,kor_evidence_53,neither,,Korean,NA,NA,NA,NA,NA,NA
kuliko,kuliko,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,"kor_evidence_54,kor_evidence_55",neither,,Korean,NA,NA,NA,NA,NA,NA
-ko,-ko,disj-nspk-sta-inc,?,0,,1,0,0,0,0,0,kor_evidence_56,neither,,Korean,NA,NA,NA,NA,NA,NA
kuliko,kuliko,disj-nspk-sta-inc,?,0,,1,0,0,0,0,0,"kor_evidence_57,kor_evidence_58",neither,,Korean,NA,NA,NA,NA,NA,NA
-ko,-ko,neither-sta,0,1,,1,0,0,0,0,0,kor_evidence_59,neither,,Korean,NA,NA,NA,NA,NA,NA
kuliko,kuliko,neither-sta,0,1,,1,0,0,0,0,0,"kor_evidence_60,kor_evidence_61",neither,,Korean,NA,NA,NA,NA,NA,NA
-ko,-ko,disj-nspk-epi-exc,0,0,,0,0,0,0,0,0,"kor_evidence_70,kor_evidence_71",neither,,Korean,NA,NA,NA,NA,NA,NA
kuliko,kuliko,disj-nspk-epi-exc,0,0,,0,0,0,0,0,0,"kor_evidence_72,kor_evidence_73",neither,,Korean,NA,NA,NA,NA,NA,NA
-ko,-ko,disj-nspk-epi-inc,?,0,,0,0,0,0,0,0,"kor_evidence_74,kor_evidence_75",neither,,Korean,NA,NA,NA,NA,NA,NA
kuliko,kuliko,disj-nspk-epi-inc,?,0,,0,0,0,0,0,0,"kor_evidence_76,kor_evidence_77",neither,,Korean,NA,NA,NA,NA,NA,NA
-ko,-ko,neither-epi,0,1,,0,0,0,0,0,0,"kor_evidence_78,kor_evidence_79",neither,,Korean,NA,NA,NA,NA,NA,NA
kuliko,kuliko,neither-epi,0,1,,0,0,0,0,0,0,"kor_evidence_80,kor_evidence_81",neither,,Korean,NA,NA,NA,NA,NA,NA
-ciman,-ciman,disj-spk,0,0,,1,0,1,0,0,0,"kor_evidence_83,kor_evidence_84",neither,,Korean,NA,NA,NA,NA,NA,NA
haciman,haciman,disj-spk,0,0,,1,0,1,0,0,0,kor_evidence_85,neither,,Korean,NA,NA,NA,NA,NA,NA
-ciman,-ciman,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,"kor_evidence_86,kor_evidence_87",neither,,Korean,NA,NA,NA,NA,NA,NA
haciman,haciman,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,kor_evidence_88,neither,,Korean,NA,NA,NA,NA,NA,NA
-ciman,-ciman,disj-nspk-sta-inc,?,0,,1,0,0,0,0,0,"kor_evidence_89,kor_evidence_90",neither,,Korean,NA,NA,NA,NA,NA,NA
haciman,haciman,disj-nspk-sta-inc,?,0,,1,0,0,0,0,0,kor_evidence_91,neither,,Korean,NA,NA,NA,NA,NA,NA
-ciman,-ciman,neither-sta,0,1,,1,0,0,0,0,0,"kor_evidence_92,kor_evidence_93",neither,,Korean,NA,NA,NA,NA,NA,NA
haciman,haciman,neither-sta,0,1,,1,0,0,0,0,0,kor_evidence_94,neither,,Korean,NA,NA,NA,NA,NA,NA
la,(ani-) la,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,kor_evidence_95,neither,,Korean,NA,NA,NA,NA,NA,NA
la,(ani-) la,conj-contrast-sta,1,0,1,1,0,1,0,0,0,kor_evidence_96,neither,,Korean,NA,NA,NA,NA,NA,NA
la,(ani-) la,neither-sta,0,1,,1,0,0,0,0,0,kor_evidence_97,neither,,Korean,NA,NA,NA,NA,NA,NA
-kena,-kena,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,kor_evidence_102,neither,,Korean,NA,NA,NA,NA,NA,NA
ttonun,-kena ttonun,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,kor_evidence_103,neither,,Korean,NA,NA,NA,NA,NA,NA
animyen,-kena animyen,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,kor_evidence_104,neither,,Korean,NA,NA,NA,NA,NA,NA
-kena,-kena,conj-contrast-sta,1,0,1,1,0,1,0,0,0,kor_evidence_105,neither,,Korean,NA,NA,NA,NA,NA,NA
ttonun,-kena ttonun,conj-contrast-sta,1,0,1,1,0,1,0,0,0,kor_evidence_106,neither,,Korean,NA,NA,NA,NA,NA,NA
animyen,-kena animyen,conj-contrast-sta,1,0,1,1,0,1,0,0,0,kor_evidence_107,neither,,Korean,NA,NA,NA,NA,NA,NA
-kena,-kena,neither-sta,0,1,,1,0,0,0,0,0,kor_evidence_114,neither,,Korean,NA,NA,NA,NA,NA,NA
ttonun,-kena ttonun,neither-sta,0,1,,1,0,0,0,0,0,kor_evidence_115,neither,,Korean,NA,NA,NA,NA,NA,NA
animyen,-kena animyen,neither-sta,0,1,,1,0,0,0,0,0,kor_evidence_116,neither,,Korean,NA,NA,NA,NA,NA,NA
ka,ka,conj-nocontrast-sta,1,0,0,1,0,1,0,0,1,"mapudungun-ev-1,mapudungun-ev-2",neither,,Mapudungun,NA,NA,NA,NA,NA,NA
ka,ka,conj-nocontrast-epi,1,0,0,0,0,1,0,0,1,"mapudungun-ev-4,mapudungun-ev-5",neither,,Mapudungun,NA,NA,NA,NA,NA,NA
juxtaposition,juxtaposition,conj-nocontrast-sta,1,0,0,1,0,1,0,0,1,mapudungun-ev-3,n/a,,Mapudungun,NA,NA,NA,NA,NA,NA
welu,welu,conj-contrast-sta,1,0,1,1,0,1,0,0,1,"mapudungun-ev-6,mapudungun-ev-7",neither,,Mapudungun,NA,NA,NA,NA,NA,NA
welu,welu,conj-contrast-epi,1,0,1,0,0,1,0,0,1,"mapudungun-ev-8,mapudungun-ev-9,mapudungun-ev-10,mapudungun-ev-11",neither,,Mapudungun,NA,NA,NA,NA,NA,NA
re,re,conj-contrast-negp-sta,1,0,1,1,1,1,0,0,1,mapudungun-ev-12,neither,,Mapudungun,NA,NA,NA,NA,NA,NA
kam,kam,disj-spk,0,0,,1,0,1,0,0,1,"mapudungun-ev-13,mapudungun-ev-14",neither,,Mapudungun,NA,NA,NA,NA,NA,NA
kam,kam,disj-nspk-epi,0,0,1,0,0,0,0,0,1,"mapudungun-ev-15,mapudungun-ev-16",neither,,Mapudungun,NA,NA,NA,NA,NA,NA
kam,kam,disj-nspk-sta,0,0,,1,0,0,0,0,1,mapudungun-ev-17,neither,,Mapudungun,NA,NA,NA,NA,NA,NA
kam,kam,disj-nspk-inc,?,0,,1,0,0,0,0,1,mapudungun-ev-18,neither,,Mapudungun,NA,NA,NA,NA,NA,NA
kam,kam,disj-nspk-q,0,0,1,0,0,0,1,0,1,"mapudungun-ev-19,mapudungun-ev-20",neither,,Mapudungun,NA,NA,NA,NA,NA,NA
kam,kam,fc,0,0,,0,0,0,0,1,1,mapudungun-ev-23,neither,,Mapudungun,NA,NA,NA,NA,NA,NA
ka,rüme ka,neither-sta,0,1,,1,0,0,0,0,1,mapudungun-ev-21,below,,Mapudungun,NA,NA,NA,NA,NA,NA
ka,rüme ka,neither-epi,0,1,,0,1,0,0,0,1,mapudungun-ev-22,below,,Mapudungun,NA,NA,NA,NA,NA,NA
ka,rüme ka,negative,0,1,,1,,0,0,0,1,mapudungun-ev-24,below,,Mapudungun,NA,NA,NA,NA,NA,NA
i,i…i,conj-nocontrast-sta,1,0,0,1,0,1,0,0,1,RUS_EVID_001,neither,,Russian,NA,NA,NA,NA,NA,NA
i,i…i,conj-nocontrast-epi,1,0,0,0,0,1,0,0,?,RUS_EVID_026,neither,Judgment is '*',Russian,NA,NA,NA,NA,NA,NA
i,i…i,disj-spk,0,0,,1,0,1,0,0,0,RUS_EVID_022,neither,,Russian,NA,NA,NA,NA,NA,NA
i,i…i,disj-nspk-exc,0,0,,1,0,0,0,0,?,RUS_EVID_023,neither,Judgment is '??',Russian,NA,NA,NA,NA,NA,NA
i,i…i,disj-nspk-inc,?,0,,1,0,0,0,0,0,RUS_EVID_024,neither,,Russian,NA,NA,NA,NA,NA,NA
i,i…i,neither,0,1,,1,0,0,0,0,0,RUS_EVID_025,neither,,Russian,NA,NA,NA,NA,NA,NA
∅,∅,conj-nocontrast-sta,1,0,0,1,0,1,0,0,?,"RUS_EVID_002,RUS_EVID_020",neither,Conflicting evidence found.,Russian,NA,NA,NA,NA,NA,NA
∅,∅,conj-contrast-sta,1,0,1,1,0,1,0,0,?,RUS_EVID_027,neither,Judgment is '*',Russian,NA,NA,NA,NA,NA,NA
∅,∅,disj-spk,0,0,,1,0,1,0,0,?,RUS_EVID_040,neither,Judgment is '*',Russian,NA,NA,NA,NA,NA,NA
∅,∅,disj-nspk-exc,0,0,1,0,0,0,0,0,?,RUS_EVID_047,neither,Judgment is '*',Russian,NA,NA,NA,NA,NA,NA
∅,∅,neither,0,1,,1,0,0,0,0,?,RUS_EVID_053,neither,Judgment is '*',Russian,NA,NA,NA,NA,NA,NA
a,a,conj-nocontrast-sta,1,0,0,1,0,1,0,0,?,"RUS_EVID_021,RUS_EVID_034",neither,Judgments are infelicitous and '*',Russian,NA,NA,NA,NA,NA,NA
a,a,conj-nocontrast-epi,1,0,0,0,0,1,0,0,1,RUS_EVID_003,neither,,Russian,NA,NA,NA,NA,NA,NA
a,a,conj-contrast-sta,1,0,1,1,0,1,0,0,0,"RUS_EVID_029,RUS_EVID_035",neither,,Russian,NA,NA,NA,NA,NA,NA
a,a,conj-contrast-negp-sta,1,0,1,1,1,1,0,0,1,RUS_EVID_006,neither,,Russian,NA,NA,NA,NA,NA,NA
a,a,conj-contrast-negp-epi,1,0,1,0,1,1,0,0,1,RUS_EVID_007,neither,,Russian,NA,NA,NA,NA,NA,NA
a,a,disj-spk,0,0,,1,0,1,0,0,?,RUS_EVID_036,neither,Judgment is '*',Russian,NA,NA,NA,NA,NA,NA
a,a,disj-nspk-exc,0,0,,1,0,0,0,0,?,RUS_EVID_037,neither,Judgment is '*',Russian,NA,NA,NA,NA,NA,NA
a,a,disj-nspk-inc,?,0,,1,0,0,0,0,?,RUS_EVID_038,neither,Judgment is '*',Russian,NA,NA,NA,NA,NA,NA
a,a,neither,0,1,,1,0,0,0,0,?,RUS_EVID_039,neither,Judgment is '*',Russian,NA,NA,NA,NA,NA,NA
no,no,conj-contrast-sta,1,0,1,1,0,1,0,0,1,"RUS_EVID_004,RUS_EVID_028",neither,,Russian,NA,NA,NA,NA,NA,NA
no,no,conj-contrast-epi,1,0,1,0,0,1,0,0,1,RUS_EVID_005,neither,,Russian,NA,NA,NA,NA,NA,NA
no,no,disj-spk,0,0,,1,0,1,0,0,0,RUS_EVID_030,neither,,Russian,NA,NA,NA,NA,NA,NA
no,no,disj-nspk-exc,0,0,,1,0,0,0,0,0,RUS_EVID_031,neither,,Russian,NA,NA,NA,NA,NA,NA
no,no,disj-nspk-inc,?,0,,1,0,0,0,0,0,RUS_EVID_032,neither,,Russian,NA,NA,NA,NA,NA,NA
no,no,neither,0,1,,1,0,0,0,0,0,RUS_EVID_033,neither,,Russian,NA,NA,NA,NA,NA,NA
libo,libo…libo,disj-spk,0,0,,1,0,1,0,0,1,"RUS_EVID_008,RUS_EVID_009",neither,,Russian,NA,NA,NA,NA,NA,NA
libo,libo…libo,disj-nspk-exc,0,0,1,0,0,0,0,0,1,RUS_EVID_043,neither,,Russian,NA,NA,NA,NA,NA,NA
libo,libo…libo,disj-nspk-inc,?,0,,1,0,0,0,0,?,"RUS_EVID_044,RUS_EVID_045",neither,Conflicting evidence found.,Russian,NA,NA,NA,NA,NA,NA
libo,libo…libo,fc,0,0,,0,0,0,0,1,1,RUS_EVID_019,neither,,Russian,NA,NA,NA,NA,NA,NA
libo,libo…libo,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,RUS_EVID_041,neither,,Russian,NA,NA,NA,NA,NA,NA
libo,libo…libo,conj-contrast-sta,1,0,1,1,0,1,0,0,0,RUS_EVID_042,neither,,Russian,NA,NA,NA,NA,NA,NA
libo,libo…libo,neither,0,0,,1,0,0,0,0,0,RUS_EVID_046,neither,,Russian,NA,NA,NA,NA,NA,NA
ili,ili…ili,disj-spk,0,0,,1,0,1,0,0,1,RUS_EVID_050,neither,,Russian,NA,NA,NA,NA,NA,NA
ili,ili…ili,disj-nspk-exc,0,0,1,0,0,0,0,0,1,"RUS_EVID_010,RUS_EVID_012",neither,,Russian,NA,NA,NA,NA,NA,NA
ili,ili…ili,disj-nspk-inc,?,0,,1,0,0,0,0,1,RUS_EVID_013,neither,,Russian,NA,NA,NA,NA,NA,NA
ili,ili…ili,fc,0,0,,0,0,0,0,1,1,RUS_EVID_017,neither,,Russian,NA,NA,NA,NA,NA,NA
ili,ili…ili,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,RUS_EVID_048,neither,,Russian,NA,NA,NA,NA,NA,NA
ili,ili…ili,conj-contrast-sta,1,0,1,1,0,1,0,0,0,RUS_EVID_049,neither,,Russian,NA,NA,NA,NA,NA,NA
ili,ili…ili,neither,0,1,,1,0,0,0,0,0,RUS_EVID_051,neither,,Russian,NA,NA,NA,NA,NA,NA
ili,ili,disj-nspk-exc,0,0,1,0,0,0,0,0,1,RUS_EVID_011,neither,,Russian,NA,NA,NA,NA,NA,NA
ili,ili,disj-nspk-q,0,0,1,0,0,0,1,0,1,"RUS_EVID_014,RUS_EVID_015",neither,,Russian,NA,NA,NA,NA,NA,NA
ili,ili,fc,0,0,,0,0,0,0,1,1,RUS_EVID_018,neither,,Russian,NA,NA,NA,NA,NA,NA
ni,ni…ni,neither,0,1,,1,0,0,0,0,1,RUS_EVID_016,below,,Russian,NA,NA,NA,NA,NA,NA
ni,ni…ni,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,RUS_EVID_054,below,,Russian,NA,NA,NA,NA,NA,NA
ni,ni…ni,conj-contrast-sta,1,0,1,1,0,1,0,0,0,RUS_EVID_055,below,,Russian,NA,NA,NA,NA,NA,NA
ni,ni…ni,disj-spk,0,0,0,1,0,1,0,0,0,RUS_EVID_056,below,,Russian,NA,NA,NA,NA,NA,NA
ni,ni…ni,disj-nspk-exc,0,0,0,1,0,0,0,0,0,RUS_EVID_057,below,,Russian,NA,NA,NA,NA,NA,NA
ni,ni…ni,disj-nspk-inc,?,0,0,1,0,0,0,0,0,RUS_EVID_058,below,,Russian,NA,NA,NA,NA,NA,NA
y,y,conj-nocontrast-epi,1,0,0,0,0,1,0,0,1,"spa_ev_003,spa_ev_004",neither,NA,Spanish,NA,NA,NA,NA,NA,NA
y,y,conj-nocontrast-sta,1,0,0,1,0,1,0,0,1,"spa_ev_001,spa_ev_002",neither,NA,Spanish,NA,NA,NA,NA,NA,NA
y,y,disj-nspk-sta-exc,0,0,0,1,0,0,0,0,0,"spa_ev_034,spa_ev_035",neither,NA,Spanish,NA,NA,NA,NA,NA,NA
y,y,disj-nspk-sta-inc,?,0,0,1,0,0,0,0,0,"spa_ev_036,spa_ev_037",neither,NA,Spanish,NA,NA,NA,NA,NA,NA
y,y,neither-sta,0,1,0,1,0,0,0,0,0,"spa_ev_038,spa_ev_039",neither,NA,Spanish,NA,NA,NA,NA,NA,NA
pero,pero,conj-contrast-epi,1,0,1,0,0,1,0,0,1,spa_ev_006,neither,NA,Spanish,NA,NA,NA,NA,NA,NA
pero,pero,conj-contrast-sta,1,0,1,1,0,1,0,0,1,spa_ev_005,neither,NA,Spanish,NA,NA,NA,NA,NA,NA
pero,pero,disj-nspk-sta-exc,0,0,0,1,0,0,0,0,0,spa_ev_053,neither,NA,Spanish,NA,NA,NA,NA,NA,NA
pero,pero,disj-nspk-sta-inc,?,0,0,1,0,0,0,0,0,spa_ev_054,neither,NA,Spanish,NA,NA,NA,NA,NA,NA
pero,pero,disj-spk,0,0,0,1,0,1,0,0,0,spa_ev_052,neither,NA,Spanish,NA,NA,NA,NA,NA,NA
pero,pero,neither-sta,0,1,0,1,0,0,0,0,0,spa_ev_055,neither,NA,Spanish,NA,NA,NA,NA,NA,NA
sino que,sino que,conj-contrast-negp-epi,1,0,1,0,1,1,0,0,1,"spa_ev_009,spa_ev_010",neither,NA,Spanish,NA,NA,NA,NA,NA,NA
sino que,sino que,conj-contrast-negp-sta,1,0,1,1,1,1,0,0,1,"spa_ev_007,spa_ev_008",neither,NA,Spanish,NA,NA,NA,NA,NA,NA
sino que,sino que,conj-contrast-sta,1,0,1,1,0,1,0,0,?,"spa_ev_063,spa_ev_064",neither,"Conflicting evidence: felicitous with explicit negation, infelicitous without.",Spanish,NA,NA,NA,NA,NA,NA
sino que,sino que,conj-nocontrast-sta,1,0,0,1,0,1,0,0,?,"spa_ev_059,spa_ev_060,spa_ev_061,spa_ev_062",neither,"Conflicting evidence: felicitous with explicit negation, infelicitous without.",Spanish,NA,NA,NA,NA,NA,NA
sino que,sino que,disj-nspk-sta-exc,0,0,0,1,0,0,0,0,?,"spa_ev_067,spa_ev_068",neither,"Conflicting evidence: felicitous with explicit negation, infelicitous without.",Spanish,NA,NA,NA,NA,NA,NA
sino que,sino que,disj-nspk-sta-inc,?,0,0,1,0,0,0,0,?,"spa_ev_069,spa_ev_070",neither,"Conflicting evidence: felicitous with explicit negation, infelicitous without.",Spanish,NA,NA,NA,NA,NA,NA
